Date,Fire_Count,Fire_Pressure
2022-05-30,0,0.0
2022-05-31,0,0.0
2022-06-01,0,0.0
2022-06-02,0,0.0
2022-06-03,0,0.0
2022-06-04,0,0.0
2022-06-05,2,0.4
2022-06-06,0,0.0
2022-06-07,1,0.12
2022-06-08,0,0.0
2022-06-09,0,0.0
2022-06-10,0,0.0
2022-06-11,0,0.0
2022-06-12,0,0.0
2022-06-13,0,0.0
2022-06-14,0,0.0
2022-06-15,0,0.0
2022-06-16,0,0.0
2022-06-17,0,0.0
2022-06-18,0,0.0
2022-06-19,0,0.0
2022-06-20,1,0.26
2022-06-21,4,3.39
2022-06-22,1,0.51
2022-06-23,0,0.0
2022-06-24,0,0.0
2022-06-25,0,0.0
2022-06-26,1,0.09
2022-06-27,0,0.0
2022-06-28,0,0.0
2022-06-29,0,0.0
2022-06-30,0,0.0
2022-07-01,0,0.0
2022-07-02,0,0.0
2022-07-03,0,0.0
2022-07-04,0,0.0
2022-07-05,0,0.0
2022-07-06,0,0.0
2022-07-07,1,1.15
2022-07-08,0,0.0
2022-07-09,1,0.1
2022-07-10,0,0.0
2022-07-11,0,0.0
2022-07-12,0,0.0
2022-07-13,0,0.0
2022-07-14,0,0.0
2022-07-15,0,0.0
2022-07-16,0,0.0
2022-07-17,1,0.09
2022-07-18,2,1.71
2022-07-19,0,0.0
2022-07-20,0,0.0
2022-07-21,0,0.0
2022-07-22,0,0.0
2022-07-23,0,0.0
2022-07-24,0,0.0
2022-07-25,0,0.0
2022-07-26,2,1.07
2022-07-27,0,0.0
2022-07-28,0,0.0
2022-07-29,0,0.0
2022-07-30,0,0.0
2022-07-31,0,0.0
2022-08-01,0,0.0
2022-08-02,0,0.0
2022-08-03,0,0.0
2022-08-04,0,0.0
2022-08-05,0,0.0
2022-08-06,0,0.0
2022-08-07,0,0.0
2022-08-08,0,0.0
2022-08-09,0,0.0
2022-08-10,0,0.0
2022-08-11,0,0.0
2022-08-12,0,0.0
2022-08-13,0,0.0
2022-08-14,0,0.0
2022-08-15,0,0.0
2022-08-16,0,0.0
2022-08-17,0,0.0
2022-08-18,0,0.0
2022-08-19,0,0.0
2022-08-20,0,0.0
2022-08-21,0,0.0
2022-08-22,0,0.0
2022-08-23,0,0.0
2022-08-24,2,0.27
2022-08-25,0,0.0
2022-08-26,0,0.0
2022-08-27,0,0.0
2022-08-28,0,0.0
2022-08-29,0,0.0
2022-08-30,1,0.69
2022-08-31,0,0.0
2022-09-01,0,0.0
2022-09-02,0,0.0
2022-09-03,0,0.0
2022-09-04,0,0.0
2022-09-05,0,0.0
2022-09-06,0,0.0
2022-09-07,0,0.0
2022-09-08,0,0.0
2022-09-09,0,0.0
2022-09-10,0,0.0
2022-09-11,0,0.0
2022-09-12,0,0.0
2022-09-13,0,0.0
2022-09-14,0,0.0
2022-09-15,0,0.0
2022-09-16,0,0.0
2022-09-17,0,0.0
2022-09-18,0,0.0
2022-09-19,0,0.0
2022-09-20,0,0.0
2022-09-21,0,0.0
2022-09-22,0,0.0
2022-09-23,0,0.0
2022-09-24,0,0.0
2022-09-25,0,0.0
2022-09-26,0,0.0
2022-09-27,0,0.0
2022-09-28,0,0.0
2022-09-29,0,0.0
2022-09-30,0,0.0
2022-10-01,0,0.0
2022-10-02,0,0.0
2022-10-03,0,0.0
2022-10-04,0,0.0
2022-10-05,0,0.0
2022-10-06,0,0.0
2022-10-07,0,0.0
2022-10-08,0,0.0
2022-10-09,0,0.0
2022-10-10,0,0.0
2022-10-11,0,0.0
2022-10-12,0,0.0
2022-10-13,0,0.0
2022-10-14,0,0.0
2022-10-15,0,0.0
2022-10-16,0,0.0
2022-10-17,5,6.19
2022-10-18,3,0.66
2022-10-19,1,0.57
2022-10-20,0,0.0
2022-10-21,1,1.11
2022-10-22,3,2.66
2022-10-23,1,0.78
2022-10-24,0,0.0
2022-10-25,0,0.0
2022-10-26,0,0.0
2022-10-27,1,0.21
2022-10-28,1,0.83
2022-10-29,0,0.0
2022-10-30,0,0.0
2022-10-31,4,0.85
2022-11-01,2,3.35
2022-11-02,12,4.51
2022-11-03,3,3.48
2022-11-04,2,0.29
2022-11-05,1,0.41
2022-11-06,5,2.7
2022-11-07,10,7.07
2022-11-08,1,0.18
2022-11-09,3,0.89
2022-11-10,2,0.42
2022-11-11,5,1.29
2022-11-12,15,5.56
2022-11-13,9,7.0
2022-11-14,5,18.26
2022-11-15,0,0.0
2022-11-16,0,0.0
2022-11-17,2,2.37
2022-11-18,0,0.0
2022-11-19,1,0.47
2022-11-20,0,0.0
2022-11-21,3,2.08
2022-11-22,10,4.29
2022-11-23,33,16.32
2022-11-24,0,0.0
2022-11-25,0,0.0
2022-11-26,0,0.0
2022-11-27,0,0.0
2022-11-28,0,0.0
2022-11-29,14,10.21
2022-11-30,5,6.68
2022-12-01,4,8.36
2022-12-02,3,0.56
2022-12-03,5,1.97
2022-12-04,28,32.55
2022-12-05,11,2.19
2022-12-06,4,1.19
2022-12-07,6,1.02
2022-12-08,13,4.26
2022-12-09,22,6.75
2022-12-10,12,3.02
2022-12-11,7,2.76
2022-12-12,6,1.5
2022-12-13,3,0.81
2022-12-14,11,6.4
2022-12-15,5,0.96
2022-12-16,1,0.22
2022-12-17,0,0.0
2022-12-18,3,0.46
2022-12-19,7,2.89
2022-12-20,9,1.97
2022-12-21,10,3.43
2022-12-22,3,1.52
2022-12-23,8,1.64
2022-12-24,5,2.01
2022-12-25,7,35.47
2022-12-26,9,2.59
2022-12-27,3,0.73
2022-12-28,4,1.12
2022-12-29,0,0.0
2022-12-30,2,0.54
2022-12-31,3,0.7
2023-01-01,3,2.2
2023-01-02,10,5.08
2023-01-03,3,1.08
2023-01-04,5,1.04
2023-01-05,18,8.47
2023-01-06,2,3.0
2023-01-07,5,0.99
2023-01-08,9,3.11
2023-01-09,12,3.13
2023-01-10,37,18.75
2023-01-11,5,3.72
2023-01-12,11,2.05
2023-01-13,22,27.53
2023-01-14,16,15.33
2023-01-15,19,42.48
2023-01-16,29,9.17
2023-01-17,9,1.42
2023-01-18,6,5.5
2023-01-19,5,1.08
2023-01-20,22,5.8
2023-01-21,15,19.5
2023-01-22,15,3.88
2023-01-23,7,2.31
2023-01-24,5,8.24
2023-01-25,6,2.68
2023-01-26,54,19.28
2023-01-27,21,7.12
2023-01-28,0,0.0
2023-01-29,5,3.22
2023-01-30,24,6.72
2023-01-31,21,20.59
2023-02-01,37,8.38
2023-02-02,15,2.7
2023-02-03,11,1.83
2023-02-04,23,5.86
2023-02-05,19,5.51
2023-02-06,83,44.58
2023-02-07,103,53.25
2023-02-08,59,12.5
2023-02-09,42,23.32
2023-02-10,93,38.54
2023-02-11,120,48.23
2023-02-12,78,23.71
2023-02-13,38,10.88
2023-02-14,28,8.71
2023-02-15,2,0.19
2023-02-16,1,0.12
2023-02-17,0,0.0
2023-02-18,0,0.0
2023-02-19,0,0.0
2023-02-20,7,0.89
2023-02-21,1,0.1
2023-02-22,5,3.02
2023-02-23,7,2.11
2023-02-24,6,1.6
2023-02-25,7,0.5
2023-02-26,6,0.6
2023-02-27,16,2.52
2023-02-28,16,4.97
2023-03-01,14,2.41
2023-03-02,14,3.29
2023-03-03,18,2.9
2023-03-04,16,2.71
2023-03-05,15,3.33
2023-03-06,17,2.91
2023-03-07,5,0.53
2023-03-08,10,1.17
2023-03-09,24,3.73
2023-03-10,56,7.56
2023-03-11,33,4.13
2023-03-12,4,1.01
2023-03-13,0,0.0
2023-03-14,11,1.13
2023-03-15,6,0.72
2023-03-16,4,1.63
2023-03-17,6,1.24
2023-03-18,5,1.51
2023-03-19,7,0.6
2023-03-20,17,2.8
2023-03-21,25,24.97
2023-03-22,119,37.77
2023-03-23,255,116.38
2023-03-24,200,64.86
2023-03-25,600,139.91
2023-03-26,502,163.34
2023-03-27,282,86.54
2023-03-28,423,139.97
2023-03-29,228,92.24
2023-03-30,240,88.12
2023-03-31,383,152.11
2023-04-01,279,89.59
2023-04-02,105,26.08
2023-04-03,155,33.27
2023-04-04,113,73.73
2023-04-05,395,309.04
2023-04-06,230,87.53
2023-04-07,213,84.32
2023-04-08,61,29.62
2023-04-09,162,41.78
2023-04-10,176,54.72
2023-04-11,245,54.36
2023-04-12,186,86.33
2023-04-13,133,92.55
2023-04-14,125,119.96
2023-04-15,178,138.61
2023-04-16,270,194.78
2023-04-17,173,119.25
2023-04-18,128,46.49
2023-04-19,178,145.61
2023-04-20,43,14.15
2023-04-21,63,9.89
2023-04-22,18,2.14
2023-04-23,20,2.22
2023-04-24,29,4.29
2023-04-25,29,4.23
2023-04-26,27,22.93
2023-04-27,12,7.34
2023-04-28,44,18.6
2023-04-29,51,11.11
2023-04-30,4,2.29
2023-05-01,27,5.06
2023-05-02,57,21.47
2023-05-03,12,2.18
2023-05-04,6,2.1
2023-05-05,21,5.65
2023-05-06,80,20.31
2023-05-07,112,107.95
2023-05-08,5,1.54
2023-05-09,0,0.0
2023-05-10,1,0.22
2023-05-11,3,0.6
2023-05-12,3,0.68
2023-05-13,0,0.0
2023-05-14,0,0.0
2023-05-15,0,0.0
2023-05-16,0,0.0
2023-05-17,11,3.29
2023-05-18,20,9.29
2023-05-19,8,2.74
2023-05-20,16,3.31
2023-05-21,6,4.66
2023-05-22,46,40.8
2023-05-23,59,30.08
2023-05-24,8,8.17
2023-05-25,7,5.89
2023-05-26,3,0.97
2023-05-27,4,0.99
2023-05-28,1,0.11
2023-05-29,0,0.0
2023-05-30,10,6.35
2023-05-31,1,0.33
2023-06-01,4,0.72
2023-06-02,6,1.67
2023-06-03,4,20.0
2023-06-04,9,4.51
2023-06-05,4,0.67
2023-06-06,0,0.0
2023-06-07,0,0.0
2023-06-08,0,0.0
2023-06-09,0,0.0
2023-06-10,0,0.0
2023-06-11,0,0.0
2023-06-12,0,0.0
2023-06-13,0,0.0
2023-06-14,0,0.0
2023-06-15,0,0.0
2023-06-16,0,0.0
2023-06-17,2,0.71
2023-06-18,5,2.44
2023-06-19,1,1.69
2023-06-20,0,0.0
2023-06-21,0,0.0
2023-06-22,0,0.0
2023-06-23,0,0.0
2023-06-24,0,0.0
2023-06-25,0,0.0
2023-06-26,0,0.0
2023-06-27,0,0.0
2023-06-28,0,0.0
2023-06-29,0,0.0
2023-06-30,0,0.0
